X;Y;osm_id;type;name;operator;emergency;wheelchair;opening_hours;ref_finess;type_finess;ref_naf;capacity;for_public;ref_siret;phone;com_insee;com_nom
2.3753135;48.6910559997689;node/1105164216;pharmacy;Pharmacie de la Poste;;;;;910009422;;;;;;+33 1 69 21 40 63;91326;Juvisy-sur-Orge
2.2905105;48.8932770997188;node/1105435942;pharmacy;Pharmacie Abitbol;;;;;920015674;;;;;;;92044;Levallois-Perret
2.5113222;48.8132935997386;node/1106057842;pharmacy;Pharmacie;;;;;940006984;;;;;;;94017;Champigny-sur-Marne
2.2853859;48.8772269997227;node/1107336082;pharmacy;Pharmacie de la Porte Maillot;;;;;750030405;;;;;;;75056;Paris
2.381269;48.8824237997215;node/1107823415;pharmacy;Pharmacie de la Mairie;;;;"Mo-Fr 08:30-20:00; Sa 09:00-20:00";750034316;;;;;;;75056;Paris
2.2866166;48.876051299723;node/1108731807;pharmacy;Pharmacie Boujenah;;;;;750028607;;;;;;;75056;Paris
2.345923;48.8511699997292;node/1109677510;pharmacy;Pharmacie du Quartier Latin;;;;;750011843;;;;;;;75056;Paris
2.3482344;48.8512338997292;node/1109781769;pharmacy;Pharmacie Notre-Dame;;;;;750011173;;;;;;;75056;Paris
2.3434646;48.8498703997296;node/1110914708;pharmacy;Pharmacie de la Sorbonne;;;;;750012155;;;;;;;75056;Paris
2.3136097;48.8422627997314;node/1113738977;pharmacy;Pharmacie Necker Pasteur;;;yes;"Mo-Fr 08:00-20:30; Sa 09:00-20:00";750026833;;;;;;;75056;Paris
2.313003;48.8418231997315;node/1113739019;pharmacy;Pharmacie Pasteur;;;limited;"Mo-Fr 08:00-20:00; Sa 09:00-19:30";750026817;;;;;;;75056;Paris
2.3792829;48.8849781997208;node/1114763124;pharmacy;Pharmacie des Buttes Chaumont;;;;"Mo-Fr 09:00-20:15; Sa 10:00-20:15";750034837;;;;;;;75056;Paris
2.4806799;48.896239299718;node/1117707781;doctors;;;;;;;;;;;;;93010;Bondy
2.2375878;48.8831718997213;node/1119108143;pharmacy;Pharmacie de l'hôtel de ville;;;;"Mo-Fr 09:00-20:00, Sa 09:30-13:00,15:00-19:30";920019346;;;;;;;92062;Puteaux
2.2730915;48.8286572997348;node/1119984202;pharmacy;Pharmacie de l'Héliport;;;;"Mo-Fr 09:00-19:30; Sa 09:00-13:00";750025405;;;;;;;75056;Paris
2.2859287;48.8352623997332;node/1119984224;pharmacy;;;;;;;;;;;;;75056;Paris
2.5754482;48.6600834997766;node/1125137854;pharmacy;Pharmacie Tchou Kien;;;;;770005445;;;;;;;77122;Combs-la-Ville
2.3430984;48.8712108997243;node/1128854283;pharmacy;Pharmacie des Grands Boulevards;;;;"Mo-Fr 08:00-20:00, Sa 13:00-20:00";750009144;;;;;;;75056;Paris
2.227626;48.9844351996962;node/1129371353;pharmacy;Moser;;;;;950008086;;;;;;;95252;Franconville
2.3259177;48.8878846997201;node/1132540237;pharmacy;Pharmacie de la Fourche;;;;"Mo-Fr 08:00-01:00; Sa 09:00-01:00";750033953;;;;;;+33 1 43 87 69 36;75056;Paris
2.2269203;48.9840538996963;node/1133711894;pharmacy;Pharmacie Nguyen;;;;;950008102;;;;;;;95252;Franconville
2.3741132;48.6754395997728;node/1134170014;pharmacy;Pharmacie Roque;;;;;910014190;;;;;;+33 1 69 24 29 10;91687;Viry-Châtillon
2.2375879;48.8831718997213;node/1137436572;pharmacy;Pharmacie de l'Hôtel de Ville;;;;"Mo-Fr 09:00-20:00, Sa 09:30-13:00,15:00-19:30";920019346;;;;;;;92062;Puteaux
2.2358757;48.8818648997216;node/1137549349;doctors;Cabinet de Soins;;;no;"Mo-Sa 11:00-11:30,18:00-18:30";;;;;;;;92062;Puteaux
2.2379994;48.8810642997218;node/1137858671;pharmacy;Pharmacie des Écoles;;;;Mo-Sa 08:30-20:30;920019296;;;;;;;92062;Puteaux
2.3435962;48.8415875997316;node/1141486776;pharmacy;Pharmacie Bruyère Cam-Tu;;;;;750010985;;;;;;;75056;Paris
2.3420774;48.843849399731;node/1141486808;pharmacy;Pharmacie Gay-Lussac;;;yes;;750010951;;;;;;;75056;Paris
2.3413867;48.8460311997305;node/1141489400;pharmacy;Pharmacie des Facultés;;;yes;"Mo-Fr 08:30-20:00, Sa 09:30-19:30";750010936;;;;;;;75056;Paris
2.251827;48.8950473997183;node/1143043422;pharmacy;Pharmacie Charras;;;yes;Mo-Sa 09:00-20:00;920013547;;;;;;;92026;Courbevoie
2.3739078;48.8496042997296;node/1143774104;pharmacy;Pharmacie Ledru-Rollin;;;;;750021602;620;;;;;;75056;Paris
2.3405322;48.8462788997304;node/1144156434;pharmacy;Pharmacie Saint-Michel;;;;;750012106;;;;;;;75056;Paris
2.3403744;48.8389349997323;node/1144416547;pharmacy;Pharmacie Cochin-Port Royal;;;;;750011637;;;;;;;75056;Paris
2.3519394;48.8425906997313;node/1145667778;pharmacy;Pharmacie Monge;;;limited;"Mo-Sa 08:00-21:00; Su 08:00-21:00";750011314;;;;;;+33 1 43 31 39 44;75056;Paris
2.5746507;48.7896409997445;node/1152758335;doctors;;;;;;;;;;;;;94060;La Queue-en-Brie
1.9874652;48.819897499737;node/1152866665;pharmacy;Pharmacie du Parc;;;;;780006714;;;;;;;78165;Les Clayes-sous-Bois
2.3535312;48.8375627997326;node/1157983655;pharmacy;Pharmacie Saint-Marcel;;;;;750012064;;;;;;;75056;Paris
2.3564239;48.8384807997324;node/1157983784;pharmacy;Pharmacie Notelet;;;;;750012015;;;;;;;75056;Paris
2.3622939;48.8411225997317;node/1158018407;pharmacy;Pharmacie du Jardin des Plantes;;;;;750011041;;;;;;;75056;Paris
2.223365;48.9279969997102;node/1162321543;pharmacy;Pharmacie Akbaraly;;;;;950005835;;;;;;;95063;Bezons
2.4593293;48.8146500997383;node/1174439695;pharmacy;Pharmacie Leroux;;;;;940013980;;;;;;;94069;Saint-Maurice
2.3037923;48.8589841997273;node/1179777336;pharmacy;Pharmacie Parisienne;;;;;750014177;;;;;;;75056;Paris
2.30461;48.8571423997278;node/1179777347;pharmacy;Pharmacie Bosquet Grenelle;;;;;750013641;;;;;;;75056;Paris
2.301939;48.856282899728;node/1179818788;pharmacy;Pharmacie de la Bourdonnais;;;;;750013880;;;;;;;75056;Paris
2.3011269;48.8597552997271;node/1179818789;pharmacy;Pharmacie Brisebarre;;;;"Mo-Fr 08:30-20:30; Sa 09:00-20:00";750014060;;;;;;+33 1 47 05 41 25;75056;Paris
2.2578998;48.820029699737;node/1180890482;pharmacy;Pharmacie des Arches;;;;;920015492;;;;;;+33 1 40 95 02 52;92040;Issy-les-Moulineaux
2.126423;49.033523999684;node/1183024876;pharmacy;Pharmacie Boutang;;;;;950011965;;;;;;;95572;Saint-Ouen-l'Aumône
2.4949532;48.9382756997076;node/1183555599;pharmacy;Pharmacie de L'Herminier;;;;;930004916;;;;;;;93005;Aulnay-sous-Bois
2.5000546;48.9466176997055;node/1185035321;pharmacy;Pharmacie Robespierre;;;;;930005202;;;;;;;93005;Aulnay-sous-Bois
2.5070534;48.9433589997064;node/1185035381;pharmacy;Pharmacie du Centre;;;;;930005236;;;;;;;93005;Aulnay-sous-Bois
2.2128601;48.8534738997286;node/1191785955;pharmacy;Pharmacie Beausoleil;;;;;920020351;;;;;;;92064;Saint-Cloud
2.2167715;48.8669351997253;node/1191788516;pharmacy;Pharmacie des Vignes;;;;;920021086;;;;;;+33 1 47 72 70 31;92073;Suresnes
2.4875334;48.7647296997507;node/1192692990;pharmacy;Pharmacie Danan;;;;;940006117;;;;;;;94011;Bonneuil-sur-Marne
2.211936;49.0364479996833;node/1193494082;pharmacy;Pharmacie Saint-Exupéry;;;;;950005603;;;;;;;95060;Bessancourt
2.4851099;48.7980357997424;node/1199074018;pharmacy;Pharmacie du Théâtre;;;yes;;940013345;;;;;;;94068;Saint-Maur-des-Fossés
2.5100399;48.80768119974;node/1199485952;pharmacy;Pharmacie;;;limited;"Mo-Sa 09:00-12:30, Mo-Fr 14:30-20:00, Sa 14:30-19:30";940013865;;;;;;;94068;Saint-Maur-des-Fossés
2.0709566;48.7052874997654;node/1210676086;pharmacy;Pharmacie de Saint-Rémy;;;yes;Mo-Sa 08:30-20:00;780013546;;;;;;;78575;Saint-Rémy-lès-Chevreuse
2.2864586;48.9093250997148;node/1211031753;pharmacy;Grande Pharmacie d'Asnières;Pharmavance;;;;920008513;;;;;;;92004;Asnières-sur-Seine
2.2753245;48.9027258997164;node/1211073191;pharmacy;Pharmacie Sajus;;;no;"Mo-Fr 08:30-20:00, Sa 09:00-19:30";920013927;;;;;;+33 1 43 33 52 28;92026;Courbevoie
2.2347733;48.8447930997308;node/1211862780;pharmacy;Grande Pharmacie;;;;Mo-Sa 09:00-19:30;920009826;;;;;;+33 1 46 05 02 78;92012;Boulogne-Billancourt
2.3269654;48.8565159997279;node/1212257158;pharmacy;Pharmacie Bellaiche;;;;"Mo-Fr 08:30-20:00; Sa 09:30-19:30";750013526;;;;;;;75056;Paris
2.2444495;48.8354039997331;node/1224158095;hospital;Centre d'Exploration Digestive de l'Enfant;;;;;;;;;;;;92012;Boulogne-Billancourt
2.3784376;48.8491905997297;node/1224795722;pharmacy;Pharmaligre;;;yes;;750020703;620;;;;;;75056;Paris
2.4861035;48.8009420997417;node/1224811433;doctors;;;;;;;;;;;;;94068;Saint-Maur-des-Fossés
2.4860565;48.8000405997419;node/1224811478;doctors;;;;;;;;;;;;;94068;Saint-Maur-des-Fossés
2.4620906;48.7950390997431;node/1224811494;doctors;;;;;;;;;;;;;94028;Créteil
2.4647084;48.7984842997423;node/1224811503;pharmacy;Pharmacie Face à l'Interco;;;no;Mo-Sa 08:00-21:00;940018310;;;;;;;94028;Créteil
2.4560676;48.7980140997424;node/1224811527;pharmacy;Pharmacie Renoult;;;;;940008816;;;;;;;94028;Créteil
2.477793;48.7981583997424;node/1224811530;pharmacy;Pharmacie Mitre;;;no;Mo 14:00-20:00 Tu-Fr 9:00-12:30 14:30 20:00;940013295;;;;;;;94068;Saint-Maur-des-Fossés
1.9422893;48.8314296997341;node/1225049002;pharmacy;Pharmacie de la Gare;;;;;780011995;;;;;;;78490;Plaisir
2.3525632;48.8658466997256;node/1225461864;pharmacy;Pharmacie Canonne Réaumur;;;;;750009763;;;;;;;75056;Paris
2.268632;48.9062419997156;node/1231110048;pharmacy;Pharmacie Sebag;;;;;920008760;;;;;;;92004;Asnières-sur-Seine
2.4863697;48.7016511997663;node/1233866989;pharmacy;Pharmacie de la Place Gambetta;;;yes;Mo-Su 09:00-20:00;910014612;;;;;;+33 1 69 48 89 18;91691;Yerres
2.3336567;48.8824280997215;node/1234207306;pharmacy;Pharmacie Fontaine;;;;;750017014;;;;;;;75056;Paris
2.334651;48.8792405997223;node/1234212852;pharmacy;Pharmacie Pecker;;;;;750016313;;;;;;;75056;Paris
2.2626688;48.9698662996998;node/1234664783;pharmacy;Pharmacie de la Gare;;;;;950012062;;;;;;;95582;Sannois
2.3393848;48.8769400997228;node/1235238252;pharmacy;Pharmacie des Martyrs;;;;"Mo-Fr 08:30-20:00, Sa 08:30-19:00";750016347;;;;;;;75056;Paris
2.4910513;48.9276939997102;node/1236523496;pharmacy;Pharmacie de la Place;;;;;930005053;;;;;;;93005;Aulnay-sous-Bois
2.5088376;48.8069109997402;node/1239624304;pharmacy;Pharmacie;;;;;940013840;;;;;;;94068;Saint-Maur-des-Fossés
2.2790628;48.8368694997328;node/1240428261;pharmacy;Pharmacie Balard;;;;;750025223;;;;;;;75056;Paris
2.3992701;48.8379894997325;node/1243135615;pharmacy;Pharmacie Breton;;;;"Mo-Fr 08:30-20:30; Sa 08:30-20:00";750021156;;;;;;;75056;Paris
2.4022462;48.8368959997328;node/1243135743;pharmacy;Pharmacie du Métro Michel Bizot;;;yes;"Mo-Fr 08:00-20:00, Sa 09:00-20:00";750021172;;;;;;;75056;Paris
2.3866804;48.8416279997316;node/1243135761;pharmacy;Pharmacie de la Mairie;;;yes;"Mo-Fr 09:00-20:00; Sa 09:00-19:30";750021115;;;;;;;75056;Paris
2.4065836;48.8349907997332;node/1243135890;pharmacy;Pharmacie de la Porte Dorée;;;;;750021370;;;;;;;75056;Paris
2.3019418;48.8474821997301;node/1244411727;pharmacy;Pharmacie Place Cambronne;;;;"Mo-Fr 08:30-20:30; Sa 09:00-19:30";750025322;;;;;;;75056;Paris
2.3102862;48.8447636997308;node/1244411739;pharmacy;Pharmacie Sitruk;;;;;750026353;;;;;;;75056;Paris
2.497353;48.7977949997425;node/1247302779;pharmacy;Pharmacie Richard;;;;;940013360;;;;;;;94068;Saint-Maur-des-Fossés
2.149283;48.9078239997152;node/1249130824;pharmacy;Pharmacie Bonnin;;;;"Mo-Fr 08:30-13:00,14:00-19:30; Sa 09:00-19:00";780010781;;;;;;;78418;Montesson
2.1171819;48.9066673997155;node/1249989678;pharmacy;Pharmacie Deslandre;;;;;780010740;;;;;;;78418;Montesson
2.3893624;48.8392543997322;node/1252384106;pharmacy;Pharmacie Dichamp;;;;;750021966;;;;;;;75056;Paris
2.2380202;48.8463868997304;node/1253957802;pharmacy;Pharmacie de Roland Garros;;;;"Mo-Fr 09:00-20:00; Sa 09:30-13:30, 14:00-19:30";920009776;;;;;;;92012;Boulogne-Billancourt
2.237423;48.8459621997305;node/1255346261;pharmacy;Pharmacie Notre-Dame;;;;Mo-Sa 09:00-19:45;920009792;;;;;;+33 1 55 60 08 46;92012;Boulogne-Billancourt
2.3086944;48.8485447997299;node/1260668944;pharmacy;Pharmacie de Saxe;;;;"Mo 11:00-20:00; Tu-Fr 09:00-20:00; Sa 09:00-19:00";750014011;;;;;;;75056;Paris
2.4616227;48.8176115997376;node/1262108157;pharmacy;Pharmacie des Canadiens;;;;;940014012;;;;;;;94069;Saint-Maurice
2.3115133;48.8503907997294;node/1264875573;pharmacy;Pharmacie Mesnard;;;;;750013724;;;;;;;75056;Paris
2.3780314;48.8569127997278;node/1266553216;pharmacy;Pharmacie Israël;;;;"Mo-Th 08:30-21:00; Fr 08:30-16:00; Su 08:00-21:00";750019960;;;;;;+33143797854;75056;Paris
2.3166175;48.8824737997214;node/1272037736;pharmacy;Pharmacie du Marché;;;;;750030223;;;;;;;75056;Paris
2.4150569;48.8795544997222;node/1272931927;pharmacy;Pharmacie Centrale des Lilas;;;;"Mo-Fr 08:30-20:00;Sa 09:00-20:00";930009204;620;;;;;;93045;Les Lilas
2.4182863;48.8805633997219;node/1272931934;pharmacy;Grande Pharmacie des Lilas;;;;Mo-Sa 09:00-19:30;930009220;620;;;;;;93045;Les Lilas
2.5342959;48.6741570997731;node/1278098858;pharmacy;Pharmacie du Marché;;;;;910011915;620;4773Z;;;;+33 1 69 00 88 51;91514;Quincy-sous-Sénart
2.4037198;48.6511292997788;node/1278249397;pharmacy;Pharmacie N'Gbe;;;;;910012095;;;;;;+33 1 69 06 35 07;91521;Ris-Orangis
2.4881375;48.7645542997507;node/1279413101;pharmacy;Parapharmacie;;;yes;;;;;;;;;94011;Bonneuil-sur-Marne
2.370499;48.8774209997227;node/1280606400;pharmacy;Pharmacie du Métro;;;;"Mo-Fr 08:30-20:00; Sa 09:00-19:30; PH off";750018475;;;;;;;75056;Paris
2.3694794;48.8774255997227;node/1280690210;pharmacy;Pharmacie Colonel Fabien;;;;"Mo-Fr 08:30-20:00, Sa 09:00-19:30";750017774;620;;;;;;75056;Paris
2.2572715;48.9582774997027;node/1280732224;pharmacy;;;;;;950005157;;;;;;;95018;Argenteuil
2.3676289;48.8839134997211;node/1281880407;pharmacy;Pharmacie Oberic;;;;;750017097;;;;;;;75056;Paris
2.364912;48.8815038997217;node/1282038004;pharmacy;Pharmacie 217;;;;;750017964;;;;;;;75056;Paris
2.2508657;48.944576999706;node/1285336051;pharmacy;Pharmacie Almeida;;;;;950004622;;;;;;;95018;Argenteuil
2.551389;48.6328489997833;node/1286393241;doctors;;;;;;;;;;;;;77251;Lieusaint
2.1803436;48.8864273997205;node/1287625423;pharmacy;Pharmacie Centre Colmar;;;;;920019791;;;;;;;92063;Rueil-Malmaison
2.3700786;48.8698133997246;node/1288269864;pharmacy;Pharmacie Postic Lagrandeur;;;;;750017360;;;;;;;75056;Paris
2.2493343;48.9461547997057;node/1289573694;pharmacy;Pharmacie de l'Avenue;;;;;950005173;;;;;;;95018;Argenteuil
2.025427;48.7705049997492;node/1290404656;pharmacy;Pharmacie Hurabielle Chevalier;;;;;780011060;;;;;;;78423;Montigny-le-Bretonneux
2.3977989;48.8757326997231;node/1290450353;pharmacy;;;;;;750034472;620;;;;;;75056;Paris
2.033998;48.7627599997512;node/1290622976;pharmacy;Pharmacie de la Mare Caillon;;;;;780011094;620;;;;81446832800012;+33130641946;78423;Montigny-le-Bretonneux
2.3098514;48.8702548997245;node/1292055727;pharmacy;Pharmacie du Rond-Point des Champs-Élysées;;;;;750014912;;;;;;;75056;Paris
2.319335;48.8820894997216;node/1295312843;pharmacy;Pharmacie Chaptal;;;;"Mo-Fr 08:30-20:00; Sa 09:00-13:00, 15:00-19:00";750029522;;;;;;+33 1 43 87 28 58;75056;Paris
2.2594752;48.8854728997207;node/1302120688;pharmacy;Pharmacie du Pont;;;no;"Mo-Fr 08:15-19:45, Sa 09:00-13:00";920018496;;;;;;;92051;Neuilly-sur-Seine
2.123157;48.8618970997265;node/1304095502;pharmacy;;;;;;780008991;;;;;;;78350;Louveciennes
2.365621;48.8251367997357;node/1306563389;pharmacy;Pharmacie du Javelot;;;yes;Mo-Sa 00:09-20:00;750023186;;;;;;;75056;Paris
2.6154205;48.8458038997306;node/1312783434;pharmacy;Pharmacie des Roches;;;;"Mo-Fr 09:00-20:00; Sa 09:00-19:30";770009991;;;;;;+33 1 60 06 75 10;77337;Noisiel
2.6159469;48.8432657997312;node/1312808401;pharmacy;Pharmacie de la Gare;;;;"Mo-Fr 08:30-20:00; Sa 08:30-19:30";770010015;;;;;;+33 1 60 17 57 00;77337;Noisiel
2.296567;48.8093476997396;node/1313398506;pharmacy;Pharmacie Berthelot;;;;"Mo-Fr 09:00-20:00; Sa 09:00-19:30";920011640;620;;;;;+33 1 42 53 79 47;92020;Châtillon
2.3493083;48.6397922997816;node/1313892910;pharmacy;Pharmacie du Canal;;;;;910012442;;;;;;+33 1 60 15 49 21;91549;Sainte-Geneviève-des-Bois
2.4067723;48.6486048997794;node/1314234588;pharmacy;Pharmacie de la Poste;;;;;910012145;;;;;;+33 1 69 06 39 02;91521;Ris-Orangis
2.5752781;48.864218399726;node/1316102367;pharmacy;Pharmacie du Pont de Gournay;;;;"Mo 15:00-19:30; Tu-Sa 09:00-13:00,15:00-19:00";930009006;;;;;;+33 1 43 05 36 49;93033;Gournay-sur-Marne
2.3795048;48.8575296997276;node/1323583340;pharmacy;Pharmacie Centrale du XIe;;;yes;Mo-Su 08:00-21:00;750019226;;;;;;;75056;Paris
2.3641791;48.9069910997154;node/1332634701;pharmacy;Phamacie du Métro Front Populaire;;;;Mo-Sa 09:00-19:00;930014154;;;;;;;93066;Saint-Denis
2.2886477;48.9909404996946;node/1335249139;pharmacy;Pharmacie du Mont d'Eaubonne;;;;;950007120;;;;;;;95203;Eaubonne
2.4861282;48.8436729997311;node/1350350266;pharmacy;Aprium Pharmacie du Boulevard;;;;;940012040;;;;;;;94052;Nogent-sur-Marne
2.3778677;48.8473443997302;node/1351854315;pharmacy;Pharmacie Visot;;;;;750020877;620;;;;;;75056;Paris
2.2935563;48.8441745997309;node/1352879250;pharmacy;Grande Pharmacie du Commerce;iPharm;;;Mo-Sa 08:30-20:30;750025553;;;;;;;75056;Paris
2.2231415;48.7895442997445;node/1353929084;pharmacy;Pharmacie du Moulin;;;;;920016946;;;;;;;92048;Meudon
2.4562715;48.8057137997405;node/1354010120;pharmacy;Pharmacie des Planètes;;;;;940011612;;;;;;;94046;Maisons-Alfort
2.2328175;48.844141199731;node/1359287747;doctors;Pédicure-Podologue;;;;;;;;;;;;92012;Boulogne-Billancourt
2.3585907;48.8229666997362;node/1362787026;pharmacy;Pharmacie Hammer;;;no;;750023137;;;;;;;75056;Paris
2.2685008;48.9025549997165;node/1364881845;pharmacy;Pharmacie Adenis;;;yes;Mo-Sa 08:30-20:30;920013513;;;;;;+33143331141;92026;Courbevoie
