X;Y;osm_id;type;name;operator;emergency;wheelchair;opening_hours;ref_finess;type_finess;ref_naf;capacity;for_public;ref_siret;phone;com_insee;com_nom
-1.4913884;47.2980354000983;node/1785299402;pharmacy;Pharmacie Giphar;;;;;440024206;;;;;;;44026;Carquefou
-1.4968587;47.2925997000994;node/1792423603;pharmacy;Pharmacie Benoit;;;;;440032175;;;;;;;44026;Carquefou
-1.5358566;47.1777944001241;node/1793084699;doctors;Cabinet Médical;;;yes;;;;;;;;;44143;Rezé
-1.5874122;47.2358007001117;node/1794983171;doctors;Cabinet de radiologie Beauséjour;;;;;;;;;;;+33 2 40 94 36 36;44162;Saint-Herblain
-1.2492685;47.0754518001456;node/1812560360;pharmacy;Pharmacie Geant Guillot;;;;;440015436;;;;;;;44063;Gétigné
-1.5546841;47.2955899000988;node/1813037998;pharmacy;Pharmacie Malherre;;;;"Mo-Sa 08:30-20:00, Sa 19:00+ off";440024172;;;;;40132227600031;+33 2 40 72 00 05;44035;La Chapelle-sur-Erdre
-1.8632256;47.3573508000853;node/1816678026;pharmacy;;;;;;440015667;;;;;;;44089;Malville
-1.2827098;47.088070400143;node/1818881214;pharmacy;Pharmacie Méneux;;;yes;;440015246;;;;;;;44043;Clisson
-1.3325247;46.9709502001672;node/1839071826;pharmacy;Pharmacie Brieau;;;;;850006255;;;;;;+33 2 51 48 82 39;85146;Montaigu-Vendée
-1.6707061;47.2660375001052;node/1841722922;doctors;Groupe médical de la Vallée;;;;;;;;;;;;44194;Sautron
-1.6922409;47.1438394001313;node/1874210815;pharmacy;;;;;;440014959;;;;;;;44018;Bouaye
-1.3365556;47.1409790001319;node/1874518536;hospital;Centre médical;;no;;;;;;;;;;44117;Le Pallet
-1.5795405;47.2160256001159;node/1950309259;pharmacy;Pharmacie Guichaoua;;;;;440014132;;;;;;;44109;Nantes
-1.5730652;47.1901134001215;node/1950800562;nursing_home;La Tanière;;;;;;;;;;;;44143;Rezé
-1.5950938;47.2527131001081;node/1977731873;doctors;Cabinet Paramédical;;;;;;;;;;;;44114;Orvault
-1.6082742;47.2424956001103;node/1979229103;doctors;Cabinet Médical des Thébaudières;;;;;;;;;;;;44162;Saint-Herblain
-1.6082178;47.2417743001104;node/1979231100;pharmacy;Pharmacie des Thébaudières;;;;;440016533;;;;;;;44162;Saint-Herblain
-1.6072881;47.2450821001097;node/1982756552;pharmacy;Pharmacie du Sillon;;;;Mo-Sa 09:30-20:30;440016558;;;;;;+33 2 40 63 48 61;44162;Saint-Herblain
-1.5917746;47.2433428001101;node/1984183867;dentist;Cabinet Dentaire;;;;;;;;;;;;44114;Orvault
-1.6322519;47.2610117001063;node/2022695167;pharmacy;Pharmacie de la Bugallière;;;;;440015881;;;;;;;44114;Orvault
-1.560445;47.2208940001149;node/2085689815;doctors;Cabinet Dermatologie Viarme-Talensac;;;yes;;;;;;;;+33 2 40 20 18 16;44109;Nantes
-1.5588336;47.1843675001227;node/2151156370;pharmacy;Pharmacie du Château;;;;;440016301;;;;;;+33 2 40754547;44143;Rezé
-1.5361068;47.1956561001203;node/2216220558;doctors;Dr Yves Meignen;;no;;"Mo-Fr 10:00-19:00; Sa 09:00-12:00";;;;;;;;44109;Nantes
-1.5555687;47.2179436001155;node/2263293064;doctors;Cabinet Médical;;;;;;;;;;;;44109;Nantes
-1.5539505;47.2138948001164;node/2348410062;pharmacy;Pharmacie Arrouët-Neptune Feydeau;;;yes;"Mo-Fr 09:00-19:30; Sa 09:00-19:00; Su off";440014041;;;;;;;44109;Nantes
-1.7134685;47.2145604001162;node/2355994534;doctors;;;;;;;;;;;;;44047;Couëron
-1.5432743;47.2178822001155;node/2379534498;pharmacy;Pharmacie de la Gare;;;yes;"Mo-Fr 08:30-19:30; Sa 09:00-18:00; SH Sa 09:00-13:00";440014629;;;;;;;44109;Nantes
-1.3583349;47.24359030011;node/2426538046;hospital;Hôpital du Loroux-Bottereau;;;;;440000552;106;;;;;;44084;Le Loroux-Bottereau
-1.5587024;47.2073152001178;node/2435102260;pharmacy;Pharmacie de l'île;;;yes;"Mo-Fr 09:00-20:00; Sa 09:00-19:00";440014652;;;;;;+33 2 40697459;44109;Nantes
-1.266411;47.3372920000897;node/2437567335;pharmacy;;;;;;490532983;;;;;;;49069;Orée-d'Anjou
-1.3325127;47.0033373001606;node/2450325921;pharmacy;Pharmacie des Jardins;;;;;850016049;;;;;;+33 2 51 94 08 36;85146;Montaigu-Vendée
-1.332434;47.0034015001606;node/2450325925;doctors;;;;;;;;;;;;;85146;Montaigu-Vendée
-1.5553122;47.2166995001158;node/2474983820;pharmacy;Pharmacie Saint-Léonard;;;yes;"Mo-Sa 09:00-13:00,15:00-19:00";440014124;;;;;;+33 2 40 48 00 48;44109;Nantes
-1.5342807;47.2195972001152;node/2484974280;pharmacy;Pharmacie Freizzefond;;;;"Mo-Fr 09:00-12:15,14:00-19:30; Sa 09:00-12:15,14:00-17:30";440017481;620;;;;;;44109;Nantes
-1.2431912;47.0762422001455;node/2622764548;doctors;;;;;;;;;;;;;44063;Gétigné
-1.2514322;47.0779894001451;node/2622785215;doctors;;;;;;;;;;;;;44063;Gétigné
-1.43459;46.9713196001671;node/2687160960;pharmacy;Pharmacie Gicquel;;;;"Mo-Fr 09:00-12:30,14:00-19:00; Sa 09:00-13:00";440017408;;;;;;;44216;Vieillevigne
-1.9431722;47.358765200085;node/2688249375;pharmacy;;;;;;;;;;;;;44195;Savenay
-1.559232;47.225114400114;node/2716755267;pharmacy;Pharmacie Poirier Thouzeau;;;;"Mo-Fr 9:00-20:00; Sa 9:00-19:30";440014306;;;;;;+33 2 40 20 33 34;44109;Nantes
-1.2839242;47.3477796000874;node/2735126434;pharmacy;Pharmacie Laqueuille;;;;;440015915;;;;;;+33 2 40 83 61 50;44115;Oudon
-1.5756292;47.2283239001133;node/2744939447;doctors;Maison médicale Gaston Serpette;;;;;;;;;;;"+33 2 40 76 53 52;+33 2 51 83 06 69";44109;Nantes
-1.5617347;47.2132148001165;node/2749810296;pharmacy;Pharmacie du Théâtre;;;yes;Mo-Sa 09:30-19:30;440014520;;;;;;+33 2 40 69 35 14;44109;Nantes
-1.4759246;47.1727556001252;node/2836782350;pharmacy;Pharmacie Champion - Gendron;;;;;440017382;;;;;;;44215;Vertou
-1.5633679;47.2210812001148;node/2844603281;doctors;Cabinet Médical Boileau;;;yes;"""Du lundi au vendredi sur rendez-vous""";;;;;;;+33 2 51 72 02 02;44109;Nantes
-1.5622271;47.2214800001148;node/2844603290;pharmacy;Pharmacie Viarme;;;;"Mo-Fr 08:00-20:00; Sa 09:00-19:00";440013837;;;;;;+33 2 40 20 25 11;44109;Nantes
-1.5621992;47.2214314001148;node/2844605016;dentist;Pierre Emmanuel Hullin;;;;;;;;;;;+33 2 40 20 35 14;44109;Nantes
-1.2688307;47.1652835001268;node/2884916644;doctors;Cabinet Médical;;;;;;;;;;;;44212;Vallet
-1.576777;47.2532517001079;node/293900396;pharmacy;Pharmacie du Bout des Pavés;;;;"Mo-Fr 09:00-12:30,14:00-19:30; Sa 09:00-12:30,14:00-19:00; Jul-Aug Mo-Fr 09:00-12:30,14:00-19:30; Jul-Aug Sa 09:00-12:30";440015857;;;;;;+33 2 40 76 80 20;44114;Orvault
-1.5300071;47.2407279001106;node/300012070;pharmacy;Pharmacie Hauray;;;yes;;440013894;;;;;;+33 2 40 49 70 15;44109;Nantes
-1.5250738;47.2424858001103;node/300242018;pharmacy;Pharmacie Petitgas;;;;"Mo-Fr 09:00-12:30,14:00-19:00; Sa 09:00-15:00";440014231;;;;;;+33 2 40 49 53 31;44109;Nantes
-1.5293858;47.2082718001176;node/3020050460;pharmacy;Pharmacie Thorette-Orieux;;;limited;Mo-Sa 08:30-20:00;440026797;;;;;;+33 2 40 89 43 33;44109;Nantes
-1.5716696;47.2237805001143;node/3081849054;pharmacy;Pharmacie Chenay;;;yes;"Mo-Fr 09:00-12:30,14:00-19:00; Sa 9:00-12:30";440014348;;;;;;+33 2 40 40 03 12;44109;Nantes
-1.5520724;47.2236907001143;node/3082194974;dentist;Andriamanampisoa;;;;;;;;;;;;44109;Nantes
-1.5448778;47.2020561001189;node/3083201119;pharmacy;Pharmacie Mangin;;;yes;"Mo-Fr 08:30-19:30; Sa 09:00-18:00";;;;;;;+33 2 40 47 86 35;44109;Nantes
-1.527222;47.1861663001223;node/3084796520;pharmacy;Pharmacie de Sèvre;;;;;440014454;;;;;;;44109;Nantes
-1.5527763;47.2163027001159;node/309756785;pharmacy;Pharmacie du Pilori;;;yes;"Mo-Fr 08:30-21:00; Sa,Su,PH 09:00-20:30";440014249;;;;;;+33 2 40 47 48 35;44109;Nantes
-1.4306194;47.2000446001193;node/3147038090;pharmacy;Pharmacie Beau Soleil;;;;"Mo-Fr 08:45-12:30,14:00-19:00; Sa 08:45-18:30";440024016;;;;;;+33 2 40 54 91 35;44071;Haute-Goulaine
-1.5792566;47.1816478001233;node/3196631311;pharmacy;Pharmacie Grande Ouche;;;yes;"Mo-Fr 08:30-13:00,14:00-19:30; Sa 08:30-13:00,14:00-17:00";440029577;;;;;;+33980373758;44020;Bouguenais
-1.5299508;47.2486191001089;node/3197108195;pharmacy;Pharmacie du Ranzay;;;;;440014165;;;;;;;44109;Nantes
-1.5186671;47.1933784001208;node/3206204892;pharmacy;Pharmacie Biais Garnier;;;;;440030617;;;;;;;44190;Saint-Sébastien-sur-Loire
-1.5414387;47.2284790001133;node/3210762313;pharmacy;Pharmacie Saint-Donatien;;;;24/7 off;440014470;;;;;;;44109;Nantes
-1.6114337;47.2092916001174;node/3217904579;pharmacy;Pharmacie Touzé;;;;"Mo-Fr 08:30-12:30,14:00-19:30; Sa 09:00-12:30";440016475;;;;;;+33 2 40 46 34 97;44162;Saint-Herblain
-1.611966;47.2078094001177;node/3217907080;pharmacy;Pharmacie Gellusseau;;;yes;;440013910;;;;;;+33 2 40 46 36 68;44109;Nantes
-1.6161424;47.211008300117;node/3217923105;pharmacy;Pharmacie Angibaud Pouchus;;;;;440016566;;;;;;;44162;Saint-Herblain
-1.5958953;47.2098031001173;node/3219346212;pharmacy;Pharmacie de la Croix Bonneau;;;yes;"Mo-Fr 09:00-12:15,14:00-19:30; Sa 09:00-12:30";440013738;;;;;;+33 2 40 46 54 32;44109;Nantes
-1.59937;47.2162997001159;node/3219346213;pharmacy;Pharmacie Gautrais;;;;;440014074;;;;;;;44109;Nantes
-1.4875562;47.2496902001087;node/3220138580;doctors;;;;;;;;;;;;;44172;Sainte-Luce-sur-Loire
-1.668951;47.2619110001061;node/3229739789;pharmacy;Pharmacie de Bretagne;;;;;440017135;;;;;;;44194;Sautron
-1.378126;47.4107054000735;node/3231696156;pharmacy;Pharmacie Rousseau;;;;;440015618;;;;;;;44082;Ligné
-1.2819558;47.4615617000622;node/3270580175;pharmacy;Pharmacie Bezombes;;;;;440017234;;;;;;+33 2 40 97 74 03;44202;Teillé
-1.4320112;47.4417617000666;node/3294470595;doctors;;;;;;;;;;;;;44205;Les Touches
-1.4293509;47.4421820000666;node/3294569642;pharmacy;Pharmacie Roy;;;;;440031664;;;;;;+33 2 40 72 43 54;44205;Les Touches
-1.6825702;47.1885981001218;node/3305542070;pharmacy;Pharmacie Lardeux-Orain;;;;;440015733;;;;;;;44101;La Montagne
-1.4190267;47.4961346000545;node/3312338105;doctors;"Cabinet Médical - Docteurs, Infirmières, Kiné, Osthéopathe.";;;;;;;;;;;;44077;Joué-sur-Erdre
-1.4193218;47.4962397000545;node/3312338106;pharmacy;Pharmacie Tancart;;;;;440015576;;;;;;+33 2 40 72 35 47;44077;Joué-sur-Erdre
-1.4156981;47.4964028000544;node/3312367362;dentist;Cabinet Dentaire;;;;;;;;;;;;44077;Joué-sur-Erdre
-1.523467;47.2257832001138;node/3327282614;pharmacy;Pharmacie de Toutes-Aides;;;;"Mo-Fr 09:00-12:30,14:30-19:00; Sa 09:00-12:30,14:30-17:00";440014397;;;;;;+33 2 40 49 64 12;44109;Nantes
-1.4990087;47.4397067000671;node/3331927416;pharmacy;Pharmacie Beaudron;;;;;440015790;;;;;;+33 2 40 72 20 36;44110;Nort-sur-Erdre
-1.4993904;47.4390507000672;node/3331927421;dentist;Delestre-Gourien - Joanne;;;;;;;;;;;;44110;Nort-sur-Erdre
-1.5024606;47.4393227000672;node/3334066523;doctors;;;;;;;;;;;;;44110;Nort-sur-Erdre
-1.642145;47.0363082001538;node/3334151994;pharmacy;Pharmacie Gilet;;;;;440017044;;;;;;;44188;Saint-Philbert-de-Grand-Lieu
-1.5851449;47.2140140001164;node/3336098322;pharmacy;Pharmacie de la Place Zola;;;yes;"Mo-Sa 09:00-12:30,14:00-19:30";440014355;;;;;;+33 2 40 46 81 82;44109;Nantes
-1.5029073;47.4405020000669;node/3353525558;dentist;Chaze - Fouchet;;;;;;;;;;;;44110;Nort-sur-Erdre
-1.5016494;47.4420476000666;node/3353525566;doctors;"Jacob, Dubois, Ribearivelo";;;;;;;;;;;;44110;Nort-sur-Erdre
-1.6107852;47.2268805001136;node/336491750;hospital;Polyclinique de l'Atlantique;;;;;440033819;365;;;;;;44162;Saint-Herblain
-1.533389;47.2283868001133;node/3368101172;pharmacy;Pharmacie des Chalâtres;;;yes;"Mo-Sa 09:00-12:30, Mo-Fr 14:00-19:30; Sa 14:00-17:00";440014389;;;;;;+33 2 40 74 71 56;44109;Nantes
-1.4052104;47.3647643000837;node/3374529255;dentist;;;;;;;;;;;;+33 2 40 77 44 33;44179;Saint-Mars-du-Désert
-1.4054476;47.3665695000833;node/3374529277;doctors;;;;;;;;;;;;+33 2 40 77 49 13;44179;Saint-Mars-du-Désert
-1.2950275;47.3899521000781;node/3378026472;pharmacy;Pharmacie Collin;Mathieu COLLIN;;;;440029742;;;;;;+33 2 40 96 51 80;44048;Couffé
-1.2930866;47.3908031000779;node/3379407096;doctors;Ostéopathe Pierre Simonneau;;;;Mo-Sa 09:00-20:00;;;;;;;+33 7 78 26 13 93;44048;Couffé
-1.229285;47.4352068000681;node/3392486396;pharmacy;Pharmacie Le Boulch;;;;;440015691;;;;;;+33 2 40 96 70 12;44096;Mésanger
-1.227501;47.4325953000687;node/3392551907;doctors;"Guilbaud, Pineau, Fruneau";;;;;;;;;;;;44096;Mésanger
-1.3449442;47.3203283000934;node/3396858910;pharmacy;Pharmacie Seiller;;;;;440015089;;;;;;+33 2 40 25 42 27;44028;Le Cellier
-1.349254;47.3183838000938;node/3396926798;doctors;Cabinet Médical;;;;;;;;;;;;44028;Le Cellier
-1.2875405;47.3458540000878;node/3404160057;doctors;Issam Abdel Halim;;;;;;;;;;;+33 2 40 83 61 49;44115;Oudon
-1.2841258;47.3466129000876;node/3407039683;dentist;Hibon et Hevré-Junot;;;;;;;;;;;;44115;Oudon
-1.5519615;47.2194030001152;node/3408697504;doctors;Homéopathe;;;;;;;;;;;;44109;Nantes
-1.1953;47.3737251000817;node/3414240042;pharmacy;Pharmacie Espace 23;;;;;440016442;;;;;;+33 2 40 83 08 16;44003;Ancenis-Saint-Géréon
-1.1813498;47.3642566000838;node/3417501705;dentist;Imen Aissaoui - Christophe Bouhier;;;;;;;;;;;+33 2 40 83 05 14;44003;Ancenis-Saint-Géréon
-1.1774155;47.3653417000836;node/3419733919;pharmacy;Pharmacie Bouhyer - Lefrancq;;;;;440014728;;;;;;;44003;Ancenis-Saint-Géréon
-1.1812241;47.3718173000821;node/3421565199;dentist;Laurent Coutin - Sylvie Gaillard-Desbois;;;;;;;;;;;+33 2 40 83 00 73;44003;Ancenis-Saint-Géréon
-1.1830843;47.3725943000819;node/3421653499;dentist;Yves Jouanneau - Annie Richomme-Voyeau;;;;;;;;;;;+33 2 40 83 07 02;44003;Ancenis-Saint-Géréon
-1.189008;47.3790050000805;node/3426834894;dentist;Arlette et Philippe Merlet;;;;;;;;;;;+33 2 40 83 30 47;44003;Ancenis-Saint-Géréon
-1.1791443;47.3713587000822;node/3428874203;dentist;Florent Piveau;;;;;;;;;;;+33 2 40 98 80 81;44003;Ancenis-Saint-Géréon
-1.1791819;47.3720977000821;node/3428874205;pharmacy;Neftiphar;;;;;440014710;;;;;;;44003;Ancenis-Saint-Géréon
-1.1792244;47.3719784000821;node/3429818251;dentist;Audrey Eberlein;;;;;;;;;;;+33 2 40 09 78 40;44003;Ancenis-Saint-Géréon
-1.5597908;47.2219875001147;node/3448205689;doctors;Bernard Pallier;;;;"""Sur rendez-vous""";;;;;;;+33 2 40 48 20 47;44109;Nantes
-1.5445934;47.1786861001239;node/3457735966;pharmacy;Pharmacie des 3 Moulins;;;;;440016236;;;;;;+33 2 40756310;44143;Rezé
-1.5150755;47.239017700111;node/3463515730;nursing_home;Résidence Les Jardins de la Chénaie;;;;;440049062;500;;;senior;;+33272657500;44109;Nantes
-1.491358;47.3002435000978;node/3467539258;doctors;;;;;;;;;;;;;44026;Carquefou
-1.5586103;47.215711200116;node/3478654800;pharmacy;Pharmacie Saint-Nicolas;;;yes;Mo-Sa 09:00-19:15;440013878;;;;;;+33 2 40 48 62 59;44109;Nantes
-1.5138024;47.2393558001109;node/3495865533;pharmacy;Pharmacie Goubault-Guichard;;;yes;"Mo-Fr 09:00-12:30,14:00-19:30; Sa 09:00-12:30,14:00-18:00";440014371;;;;;;+33 2 40 49 85 45;44109;Nantes
-1.5989022;47.2272913001135;node/3522123802;doctors;Victoria-Lyne;;;;;;;;;;;;44109;Nantes
-1.4191305;47.1247663001353;node/3548349420;pharmacy;Pharmacie Sevre Et Maine;;;;"Mo-Fr 09:00-12:30,14:30-19:30; Sa 09:00-16:30";440015212;;;;;;+33 2 40 06 52 80;44037;Château-Thébaud
-1.6317751;47.2260549001138;node/3561575644;pharmacy;Pharmacie d'Atlantis;;;;;;;;;;;+33 2 40 92 20 28;44162;Saint-Herblain
-1.881668;47.2899693001;node/360156186;pharmacy;Pharmacie Lecerf-Jaillet;;;;;440015279;;;;;;;44045;Cordemais
-1.7294215;47.2102200001172;node/362100606;pharmacy;Pharmacie M-H Guillet;;;no;;440017523;;;;;;;44047;Couëron
-1.5108143;46.9399024001735;node/3626491958;pharmacy;Pharmacie du Prieuré;;;;;850015611;;;;;;;85190;Rocheservière
-1.6816207;47.2154448001161;node/362840343;pharmacy;Pharmacie Peneau;;;;;440015311;;;;;;;44047;Couëron
-1.6819995;47.2163098001159;node/362840400;doctors;;;;;;;;;;;;;44047;Couëron
-1.6819846;47.2161889001159;node/362840407;dentist;;;;;;;;;;;;;44047;Couëron
-1.6866002;47.2144978001163;node/362840413;pharmacy;Pharmacie des Pavillons;;;;;440043032;;;;;;;44047;Couëron
-1.5471006;47.2169221001157;node/364665979;pharmacy;Pharmacie Verte;;;yes;"Mo-Sa 10:00-13:00,14:00-18:00";440014595;;;;;;+33 2 40 74 02 22;44109;Nantes
-1.5509046;47.2186445001154;node/364694514;pharmacy;Pharmacie de la Cathédrale;;;;"Mo-Fr 09:00-12:30,14:00-19:15, Sa 09:00-12:30,15:00-19:00";440014157;;;;;;+33 2 40 47 00 42;44109;Nantes
-1.5058128;47.2073687001178;node/3653913761;doctors;Centre Cambronne;;;;;;;;;;;;44190;Saint-Sébastien-sur-Loire
-1.5592963;47.2216966001147;node/3659348668;pharmacy;Pharmacie du Marché Talensac;;;;"Tu-Fr 08:45-19:15; Mo 10:00-19:15; Sa 08:45-13:00";440014215;;;;;;;44109;Nantes
-1.5780214;47.5014719000533;node/3697152805;doctors;"Cabinet Infirmier Thibaud et Plaza;Ostéopathe Laurence Liénard";;;;;;;;;;;+33 2 40 57 92 50;44149;Saffré
-1.5789321;47.5011775000534;node/3698268276;dentist;Brudy;;;;;;;;;;;+33 2 40 77 25 80;44149;Saffré
-1.6774018;47.1769558001243;node/3758685809;pharmacy;Pharmacie Pétorin;;;;;440015741;;;;;;;44101;La Montagne
-1.9101224;47.1256452001351;node/3760338938;dentist;;;;yes;;;;;;;;;44005;Chaumes-en-Retz
-1.910263;47.1257459001351;node/3760338939;doctors;;;;yes;;;;;;;;;44005;Chaumes-en-Retz
